City,Year,Domestic_Consumption,Industrial_Consumption,Commercial_Consumption,Total_Consumption
Visakhapatnam,2017,1832,1913,885,4630
Vadodara,2018,1700,976,442,3118
Varanasi,2019,784,1459,1310,3553
Vijayawada,2017,1735,4171,841,6747
Ghaziabad,2017,1711,3903,469,6083
Srinagar,2017,2553,4184,552,7289
Chandigarh,2017,1032,3895,754,5681
Bhopal,2019,1795,2219,1258,5272
Howrah,2017,2155,3856,1443,7454
Ahmedabad,2018,2108,2841,1117,6066
Jabalpur,2018,2965,4952,1057,8974
Ludhiana,2019,1532,4592,692,6816
Meerut,2017,2527,3510,1365,7402
Gwalior,2019,1294,3586,686,5566
Ranchi,2017,1942,4128,417,6487
Srinagar,2018,2236,4194,1556,7986
Vasai,2017,1495,1005,996,3496
Raipur,2017,1169,2084,1274,4527
Howrah,2018,664,4906,552,6122
Solapur,2019,1123,3769,394,5286
Pune,2017,1409,2780,1754,5943
Coimbatore,2019,748,2818,1728,5294
Delhi,2018,2787,3584,1322,7693
Allahabad,2017,1665,2097,1470,5232
Kolkata,2017,1677,924,1302,3903
Delhi,2017,2771,1981,630,5382
Thane,2017,2454,3364,1867,7685
Allahabad,2019,2206,2433,1411,6050
Jodhpur,2018,1706,3896,1688,7290
Aurangabad,2018,1191,4713,1791,7695
Ghaziabad,2019,1326,4495,1494,7315
Kota,2018,1869,3849,1031,6749
Vasai,2017,675,4096,1523,6294
Meerut,2018,1775,4088,1467,7330
Vijayawada,2018,2203,3488,1866,7557
Delhi,2017,2896,1488,1322,5706
Chennai,2018,2502,3134,1223,6859
Chandigarh,2019,2206,2556,1893,6655
Jaipur,2018,1069,4012,1163,6244
Indore,2018,1581,2352,395,4328
Howrah,2019,2810,2551,412,5773
Bangalore,2017,938,1070,1756,3764
Agra,2017,2290,1203,1050,4543
Chennai,2017,1975,2917,404,5296
Ranchi,2017,1108,1567,828,3503
Madurai,2019,2107,2982,851,5940
Indore,2017,1938,4475,1200,7613
Kalyan,2019,1673,4560,1204,7437
Dhanbad,2017,2462,2839,1189,6490
Coimbatore,2019,2385,2085,1257,5727
Vadodara,2018,1372,868,342,2582
Nagpur,2017,1252,3006,959,5217
Rajkot,2018,1716,2402,308,4426
Coimbatore,2018,1254,1553,1605,4412
Aurangabad,2017,2349,4227,762,7338
Navi Mumbai,2017,2348,1086,1357,4791
Jabalpur,2017,2778,1140,1716,5634
Srinagar,2018,1100,4699,1136,6935
Ludhiana,2018,2688,2591,418,5697
Indore,2019,1797,1186,1643,4626
Gwalior,2017,2961,3297,470,6728
Solapur,2017,2097,3102,888,6087
Chandigarh,2018,2855,4276,1143,8274
Chennai,2017,1843,4820,1193,7856
Kota,2017,1143,3471,361,4975
Jodhpur,2017,2854,4263,450,7567
Madurai,2019,2162,4846,1442,8450
Chennai,2018,2973,2266,1906,7145
Guwahati,2018,1579,2725,1300,5604
Lucknow,2019,2753,1497,1886,6136
Meerut,2017,1899,1307,1156,4362
Agra,2017,891,3312,1340,5543
Jaipur,2018,1142,1557,1448,4147
Rajkot,2019,1519,4392,1120,7031
Vasai,2018,1551,2085,1260,4896
Patna,2019,608,2370,1671,4649
Rajkot,2017,582,3422,946,4950
Mumbai,2017,2283,4704,1528,8515
Raipur,2019,1067,2824,977,4868
Kalyan,2019,1563,2537,555,4655
Chennai,2018,2871,2151,1815,6837
Thane,2017,1410,2326,761,4497
Gwalior,2019,1303,2576,925,4804
Aurangabad,2017,1169,2912,1553,5634
Bangalore,2018,825,2014,1736,4575
Jaipur,2017,2659,1484,1498,5641
Thane,2017,2709,1788,1009,5506
Kolkata,2019,1914,1509,647,4070
Chennai,2019,2699,2176,531,5406
Pune,2017,2968,1748,766,5482
Kolkata,2019,2771,2187,1909,6867
Meerut,2018,2073,1491,1454,5018
Chennai,2017,1810,1971,836,4617
Visakhapatnam,2017,2859,2033,834,5726
Mumbai,2017,2640,1666,1068,5374
Gwalior,2019,655,3200,1572,5427
Jodhpur,2019,1375,3610,383,5368
Faridabad,2019,928,1282,829,3039
Indore,2019,774,3617,1570,5961
Allahabad,2017,1037,2224,1868,5129
Pune,2019,2884,1669,1517,6070
Pune,2018,1103,3213,756,5072
Coimbatore,2017,2049,1076,1328,4453
Mumbai,2018,2400,2157,1199,5756
Vasai,2018,2445,4308,1786,8539
Bhopal,2017,1049,2883,1754,5686
Allahabad,2017,2118,1780,544,4442
Vadodara,2017,1384,4787,1141,7312
Rajkot,2017,2025,1535,1009,4569
Meerut,2017,1729,2805,1226,5760
Indore,2018,1971,2428,1822,6221
Hubli,2017,1880,2880,854,5614
Allahabad,2018,1786,2890,1595,6271
Ludhiana,2017,1083,4582,1322,6987
Chennai,2018,1202,2099,1365,4666
Kota,2017,2728,4926,1523,9177
Navi Mumbai,2018,1687,874,1480,4041
Faridabad,2017,972,4063,588,5623
Nashik,2019,1950,838,1024,3812
Solapur,2019,2722,2648,1605,6975
Ahmedabad,2017,567,4000,792,5359
Amritsar,2019,1783,4290,1103,7176
Jodhpur,2018,2967,2128,1968,7063
Navi Mumbai,2019,1675,3002,1660,6337
Hubli,2017,731,3871,1159,5761
Kalyan,2018,1573,4775,634,6982
Nashik,2017,2730,2228,463,5421
Rajkot,2017,1423,2448,640,4511
Nagpur,2017,2804,2267,1758,6829
Ludhiana,2018,1925,4879,516,7320
Madurai,2017,1438,2179,1503,5120
Allahabad,2019,1045,2531,609,4185
Faridabad,2019,788,1076,1579,3443
Solapur,2019,2328,3607,1328,7263
Indore,2017,2500,3615,678,6793
Visakhapatnam,2017,1039,4822,543,6404
Pune,2019,2164,3034,641,5839
Aurangabad,2017,1509,1922,513,3944
Allahabad,2019,1972,1144,1015,4131
Jabalpur,2017,1590,3959,1265,6814
Lucknow,2018,2006,1163,1517,4686
Ahmedabad,2017,2051,2948,311,5310
Kota,2017,1365,972,434,2771
Ghaziabad,2017,2941,4081,1175,8197
Lucknow,2018,2235,4707,1001,7943
Jodhpur,2017,2535,3940,1335,7810
Kolkata,2019,2754,1428,698,4880
Bhopal,2019,1153,3642,1412,6207
Varanasi,2019,1034,1151,394,2579
Vadodara,2017,1527,1669,1558,4754
Bhopal,2017,1850,2988,1992,6830
Ludhiana,2018,522,1044,1150,2716
Ranchi,2019,875,2165,1819,4859
Chennai,2018,1638,4359,1411,7408
Nagpur,2017,1881,3862,1551,7294
Allahabad,2019,1923,2029,1642,5594
Visakhapatnam,2018,2482,1079,502,4063
Delhi,2017,1095,3619,1597,6311
Navi Mumbai,2017,1709,2903,344,4956
Kota,2019,2021,4062,713,6796
Lucknow,2017,799,4997,1554,7350
Delhi,2018,2215,2578,564,5357
Coimbatore,2017,2106,3230,1389,6725
Amritsar,2018,1527,3044,1274,5845
Vasai,2019,640,1380,442,2462
Mumbai,2017,1707,2348,1342,5397
Vadodara,2017,1544,829,553,2926
Nashik,2017,2978,1667,699,5344
Vasai,2019,2905,1344,1633,5882
Allahabad,2017,2329,3616,860,6805
Bangalore,2018,2668,2502,1586,6756
Visakhapatnam,2018,2304,3549,1564,7417
Vasai,2017,2007,3113,1759,6879
Patna,2018,1194,855,501,2550
Amritsar,2017,2174,1200,494,3868
Lucknow,2017,2562,1874,1319,5755
Amritsar,2017,2672,2776,1827,7275
Ranchi,2017,1855,2918,1828,6601
Varanasi,2019,1364,4806,1246,7416
Ghaziabad,2019,1052,4124,366,5542
Jabalpur,2019,2946,4760,1319,9025
Patna,2018,976,4801,1535,7312
Srinagar,2019,1214,4088,786,6088
Srinagar,2017,2250,4357,1570,8177
Mumbai,2017,1860,3682,1962,7504
Ranchi,2017,1604,1828,1136,4568
Meerut,2018,1386,1841,1872,5099
Solapur,2017,1456,3367,1568,6391
Rajkot,2017,1075,2101,745,3921
Chennai,2019,882,1726,1289,3897
Dhanbad,2018,1539,844,1089,3472
Nagpur,2017,2571,3486,1984,8041
Delhi,2019,2188,4791,340,7319
Raipur,2019,1924,3317,1670,6911
Srinagar,2018,2424,3307,340,6071
Howrah,2017,754,1690,438,2882
Amritsar,2017,510,4683,1802,6995
Meerut,2018,1375,1320,1514,4209
Ranchi,2017,1415,2112,1168,4695
Vasai,2017,671,3576,1484,5731
Gwalior,2018,1639,4145,420,6204
Solapur,2018,2187,1252,1412,4851
Bhopal,2019,2333,2993,1902,7228
Gwalior,2018,771,1342,1729,3842
Guwahati,2019,1627,2264,1785,5676
Ludhiana,2019,1239,3523,314,5076
Kolkata,2019,1009,3071,1508,5588
Nashik,2018,1118,1591,1655,4364
Varanasi,2018,2008,3549,1721,7278
Jabalpur,2019,2114,826,599,3539
Vasai,2019,735,4678,1982,7395
Delhi,2019,2183,3406,1737,7326
Jabalpur,2017,1449,1424,764,3637
Meerut,2017,2340,4421,602,7363
Kalyan,2018,936,2500,668,4104
Aurangabad,2017,2128,4365,1904,8397
Nagpur,2017,1079,4105,1954,7138
Amritsar,2019,1435,1388,640,3463
Jabalpur,2018,2843,4801,528,8172
Allahabad,2017,2205,3027,1289,6521
Kota,2019,503,2855,522,3880
Kalyan,2017,2544,4099,1859,8502
Hyderabad,2017,1558,1797,1253,4608
Jabalpur,2017,1948,3342,1569,6859
Faridabad,2019,1850,1100,1730,4680
Kalyan,2018,788,1501,778,3067
Visakhapatnam,2017,1648,1208,1621,4477
Bhopal,2018,2961,1438,1179,5578
Kanpur,2019,599,2719,1891,5209
Delhi,2017,1118,3446,1969,6533
Vasai,2019,1407,3729,920,6056
Aurangabad,2019,2937,2791,1682,7410
Kolkata,2017,503,4162,1240,5905
Guwahati,2018,2204,4972,1064,8240
Solapur,2018,1410,2379,533,4322
Agra,2017,993,1139,1436,3568
Jodhpur,2018,1157,897,483,2537
Vasai,2018,2369,2531,1651,6551
Indore,2018,1192,4650,1504,7346
Lucknow,2019,747,1069,603,2419
Coimbatore,2018,868,2296,1452,4616
Pune,2019,726,1320,350,2396
Rajkot,2017,1327,4292,1457,7076
Jaipur,2017,1861,4048,613,6522
Kanpur,2019,1295,2167,1143,4605
Varanasi,2019,1196,4062,1783,7041
Chandigarh,2018,2725,3148,1793,7666
Guwahati,2017,2348,2570,1581,6499
Bhopal,2019,1410,1525,736,3671
Allahabad,2018,2616,3213,673,6502
Kanpur,2018,2225,2057,787,5069
Jodhpur,2019,669,915,863,2447
Jodhpur,2017,1759,4544,973,7276
Varanasi,2018,1173,3916,361,5450
Faridabad,2019,2018,4404,492,6914
Pune,2019,2015,2174,850,5039
Coimbatore,2017,1167,2752,617,4536
Chennai,2018,2531,4051,461,7043
Dhanbad,2019,1994,2248,1181,5423
Navi Mumbai,2018,602,1573,1040,3215
Vijayawada,2018,1888,4333,1590,7811
Delhi,2017,1625,3066,1306,5997
Solapur,2018,561,2612,1896,5069
Vijayawada,2017,2237,1454,1386,5077
Srinagar,2017,2442,2756,1692,6890
Vadodara,2017,1542,2907,1116,5565
Vijayawada,2018,2953,1728,1243,5924
Faridabad,2018,2310,803,890,4003
Kota,2019,1003,3566,418,4987
Dhanbad,2018,1865,3211,505,5581
Gwalior,2017,650,2225,1406,4281
Bangalore,2017,678,3063,851,4592
Kolkata,2018,1459,3032,486,4977
Vadodara,2019,1829,2154,1285,5268
Nashik,2018,1200,3420,505,5125
Gwalior,2018,2734,3430,673,6837
Jaipur,2019,1161,1538,1931,4630
Raipur,2018,1386,4778,1830,7994
Ahmedabad,2018,2563,4281,302,7146
Amritsar,2018,2129,2565,1325,6019
Rajkot,2017,756,1706,1862,4324
Srinagar,2019,2756,4390,709,7855
Jabalpur,2017,1726,1603,1755,5084
Chennai,2018,1725,2276,673,4674
Vasai,2019,1546,2908,615,5069
Lucknow,2017,1928,2953,1882,6763
Lucknow,2018,2560,1103,1158,4821
Guwahati,2019,1118,3098,411,4627
Bhopal,2018,2340,3639,1933,7912
Lucknow,2017,2400,4570,503,7473
Ranchi,2017,873,1857,1322,4052
Jodhpur,2017,2803,3165,1065,7033
Nagpur,2018,2853,3690,1503,8046
Aurangabad,2018,2168,1489,1989,5646
Madurai,2019,988,1813,1722,4523
Dhanbad,2019,2523,1101,1730,5354
Vasai,2019,2615,1696,1108,5419
Ahmedabad,2018,1996,3676,1644,7316
Vasai,2018,2581,3563,1953,8097
Mumbai,2018,1203,2177,1541,4921
Nashik,2017,1114,1195,1274,3583
Raipur,2018,1842,3336,610,5788
Kanpur,2017,2084,1771,1392,5247
Jabalpur,2019,1731,3131,1547,6409
Thane,2019,1632,4244,1460,7336
Thane,2018,2148,872,1395,4415
Raipur,2018,2370,2137,327,4834
Jabalpur,2017,2307,2889,628,5824
Allahabad,2018,1464,1119,626,3209
Rajkot,2019,1605,4894,601,7100
Vadodara,2017,873,3233,448,4554
Lucknow,2019,2705,1633,1710,6048
Ahmedabad,2018,1134,1977,1549,4660
Bangalore,2019,2877,4133,562,7572
Kanpur,2019,1268,1897,1559,4724
Kolkata,2017,2894,1589,570,5053
Patna,2018,989,3021,761,4771
Hyderabad,2017,849,2867,570,4286
Varanasi,2017,2999,3395,1741,8135
Kalyan,2018,2303,2671,1237,6211
Dhanbad,2018,1641,2620,913,5174
Amritsar,2019,2843,4163,464,7470
Nashik,2018,1903,2674,1248,5825
Allahabad,2018,2925,4687,1718,9330
Amritsar,2018,1260,1076,1183,3519
Coimbatore,2017,861,2290,1567,4718
Chennai,2017,656,4978,1377,7011
Jabalpur,2018,2385,1342,370,4097
Srinagar,2017,623,3560,1256,5439
Dhanbad,2019,2449,2885,940,6274
Guwahati,2019,526,1954,1092,3572
Coimbatore,2018,1757,3646,1296,6699
Allahabad,2017,1702,2679,718,5099
Nashik,2017,529,831,921,2281
Hyderabad,2017,1529,4259,667,6455
Hyderabad,2017,687,4379,842,5908
Lucknow,2018,2291,3374,1209,6874
Amritsar,2018,2303,3614,856,6773
Ranchi,2018,1100,3754,1126,5980
Visakhapatnam,2018,2532,4585,365,7482
Solapur,2019,503,2279,1520,4302
Agra,2017,2646,4407,481,7534
Bangalore,2017,998,1909,1446,4353
Bhopal,2018,2481,1798,1835,6114
Gwalior,2018,1022,3059,1659,5740
Coimbatore,2017,2623,4793,1350,8766
Visakhapatnam,2019,674,3668,1576,5918
Guwahati,2018,1044,2688,795,4527
Guwahati,2018,2251,3210,799,6260
Jodhpur,2018,1111,4860,1476,7447
Jaipur,2017,989,3397,1572,5958
Bhopal,2017,932,4357,799,6088
Howrah,2018,2184,2537,648,5369
Ranchi,2017,1534,3641,1004,6179
Vijayawada,2018,2182,4136,1086,7404
Amritsar,2019,1670,2593,1298,5561
Howrah,2017,2385,4445,1804,8634
Allahabad,2019,2401,1129,323,3853
Ranchi,2019,2597,3826,300,6723
Gwalior,2017,1352,2190,1596,5138
Navi Mumbai,2018,2607,4518,425,7550
Jaipur,2019,1100,2896,662,4658
Guwahati,2019,2031,4431,1387,7849
Delhi,2019,1080,4695,911,6686
Dhanbad,2019,721,3498,1007,5226
Indore,2019,2335,4890,608,7833
Ranchi,2019,1976,4765,1765,8506
Vadodara,2017,774,4740,433,5947
Amritsar,2018,956,2430,1645,5031
Chennai,2017,2558,1384,1264,5206
Guwahati,2018,2537,1241,323,4101
Ranchi,2017,1216,4805,885,6906
Gwalior,2018,1440,4815,1883,8138
Srinagar,2019,1957,1587,792,4336
Jodhpur,2017,1266,1349,1552,4167
Guwahati,2019,1063,2619,343,4025
Coimbatore,2017,1069,4420,1793,7282
Jodhpur,2019,2234,4174,1009,7417
Hubli,2018,2357,2099,510,4966
Bhopal,2018,718,2184,1516,4418
Madurai,2017,1426,1422,1790,4638
Aurangabad,2017,2974,4269,1704,8947
Chennai,2018,1874,3799,788,6461
Ahmedabad,2017,2425,4920,1806,9151
Howrah,2017,1249,3002,1903,6154
Varanasi,2018,1654,2564,644,4862
Dhanbad,2017,2167,2759,963,5889
Chennai,2017,2454,4317,895,7666
Vijayawada,2019,2532,4510,1041,8083
Indore,2018,2724,4461,1333,8518
Indore,2018,646,3006,955,4607
Solapur,2018,2837,2946,465,6248
Jodhpur,2017,2338,2389,360,5087
Visakhapatnam,2019,2744,1767,1451,5962
Vadodara,2017,893,1083,1882,3858
Bangalore,2019,2283,4902,335,7520
Meerut,2019,2122,3777,533,6432
Bhopal,2018,1735,3577,744,6056
Agra,2017,1282,3646,539,5467
Rajkot,2018,1573,3975,1318,6866
Faridabad,2019,1548,4001,560,6109
Allahabad,2019,1551,4335,1334,7220
Ludhiana,2018,846,3880,1445,6171
Jaipur,2018,1106,975,1521,3602
Agra,2017,1715,2209,818,4742
Nagpur,2017,2005,845,688,3538
Meerut,2018,1771,4258,1777,7806
Chandigarh,2017,2947,3345,1015,7307
Bhopal,2018,1884,1852,1716,5452
Jaipur,2017,1154,3015,1890,6059
Jaipur,2019,1505,3277,1787,6569
Gwalior,2017,1271,2567,1072,4910
Solapur,2017,1320,1572,759,3651
Mumbai,2017,2448,3465,1463,7376
Meerut,2018,1045,3181,1943,6169
Agra,2017,2634,3023,666,6323
Bhopal,2018,2161,2945,786,5892
Vadodara,2018,887,3995,900,5782
Patna,2017,696,4304,405,5405
Agra,2018,2947,1119,1535,5601
Solapur,2017,1519,1236,1579,4334
Madurai,2017,1482,1381,391,3254
Visakhapatnam,2019,1605,1127,1888,4620
Mumbai,2018,828,2585,696,4109
Raipur,2019,2472,1004,824,4300
Vijayawada,2019,1157,876,1677,3710
Rajkot,2019,2282,4531,490,7303
Ghaziabad,2019,1077,1030,1135,3242
Dhanbad,2019,2097,2777,1241,6115
Patna,2018,668,1681,1857,4206
Gwalior,2018,2216,3288,509,6013
Dhanbad,2018,1605,2046,1700,5351
Chandigarh,2017,1564,1135,1700,4399
Chandigarh,2019,1661,4976,1804,8441
Hyderabad,2017,1635,3096,1562,6293
Howrah,2019,2631,1376,692,4699
Jodhpur,2019,1767,2721,1884,6372
Gwalior,2017,678,917,1205,2800
Bangalore,2018,715,4474,519,5708
Jabalpur,2017,1498,1895,1468,4861
Aurangabad,2018,2609,1190,1441,5240
Rajkot,2018,1593,2482,1270,5345
Jaipur,2018,1520,3308,822,5650
Faridabad,2018,2812,4175,1256,8243
Madurai,2019,1606,1270,524,3400
Hubli,2017,626,3081,895,4602
Hyderabad,2019,2648,1496,1534,5678
Nashik,2018,598,4030,691,5319
Jabalpur,2017,2000,2951,560,5511
Allahabad,2017,1894,4584,1528,8006
Madurai,2019,2251,3978,1457,7686
Visakhapatnam,2018,2469,4318,437,7224
Ludhiana,2018,1698,3280,1459,6437
Vasai,2019,838,2852,1361,5051
Thane,2018,1786,2659,1152,5597
Solapur,2018,1962,2842,585,5389
Bangalore,2018,1586,1770,1961,5317
Meerut,2018,1332,3315,1627,6274
Nagpur,2017,834,3165,1472,5471
Chennai,2017,2781,2007,708,5496
Patna,2017,525,1361,975,2861
Raipur,2017,667,1502,1163,3332
Lucknow,2017,1518,2839,967,5324
Kolkata,2017,1190,3924,974,6088
Amritsar,2017,2158,1564,1532,5254
Ranchi,2019,2275,4846,586,7707
Vadodara,2017,818,2955,1363,5136
Lucknow,2018,1891,3410,913,6214
Varanasi,2019,2536,2362,1525,6423
Jaipur,2019,1819,2253,1479,5551
Gwalior,2017,1518,976,1185,3679
Vadodara,2018,2978,2257,1476,6711
Coimbatore,2018,1384,3393,917,5694
Rajkot,2017,1594,4108,1275,6977
Lucknow,2018,2608,2722,1829,7159
Vadodara,2017,1476,4319,674,6469
Rajkot,2019,2859,4209,1546,8614
Nashik,2019,1426,1488,1927,4841
Srinagar,2019,1383,2704,748,4835
Coimbatore,2018,534,2164,519,3217
Indore,2017,873,1215,1262,3350
Mumbai,2017,2987,3079,1969,8035
Ranchi,2019,2477,2387,1377,6241
Hubli,2018,2703,4099,385,7187
Patna,2019,2704,4387,1197,8288
Rajkot,2017,2789,3235,1935,7959
Indore,2019,1330,2950,1521,5801
Thane,2019,2517,3355,432,6304
Navi Mumbai,2019,1167,4213,1278,6658
Raipur,2019,1013,1436,1384,3833
Visakhapatnam,2019,629,3468,631,4728
Visakhapatnam,2019,2784,4947,1560,9291
Srinagar,2019,880,1203,1857,3940
Nagpur,2019,836,4551,1543,6930
Coimbatore,2019,1166,4013,848,6027
Meerut,2017,669,1216,420,2305
Mumbai,2019,2539,3753,1201,7493
Aurangabad,2019,2415,3995,1679,8089
Varanasi,2019,2714,1030,1548,5292
Visakhapatnam,2018,2963,1301,1641,5905
Delhi,2019,1404,4696,1679,7779
Ahmedabad,2019,1752,3042,1260,6054
Delhi,2017,2398,1850,1404,5652
Faridabad,2018,2774,1834,360,4968
Allahabad,2017,2266,1218,1320,4804
Faridabad,2019,2612,3861,1004,7477
Kanpur,2018,860,4631,1342,6833
Kanpur,2018,2194,2277,1433,5904
Kalyan,2017,1330,3597,1233,6160
Ghaziabad,2019,2563,2870,1463,6896
Navi Mumbai,2018,2714,2701,1332,6747
Hubli,2017,1992,1564,1444,5000
Ludhiana,2018,1809,4457,818,7084
Indore,2017,631,3606,1728,5965
Raipur,2018,1258,899,1391,3548
Pune,2018,1873,3646,1760,7279
Ludhiana,2017,2526,4759,1375,8660
Madurai,2018,1865,2122,824,4811
Howrah,2017,2374,3112,976,6462
Meerut,2018,1560,4173,1154,6887
Kanpur,2018,2926,1272,1623,5821
Ghaziabad,2019,2886,3021,1134,7041
Bangalore,2019,1377,1580,1921,4878
Pune,2017,2578,984,1592,5154
Kota,2019,555,2836,1850,5241
Jaipur,2018,1896,3692,433,6021
Kolkata,2017,2284,2948,328,5560
Lucknow,2017,2352,4574,759,7685
Hyderabad,2018,1087,3180,1923,6190
Ludhiana,2018,2154,3034,1901,7089
Jaipur,2018,2748,2015,491,5254
Jabalpur,2018,2610,4559,887,8056
Chennai,2017,2399,3701,876,6976
Jabalpur,2019,1144,3112,355,4611
Raipur,2019,1378,4128,636,6142
Rajkot,2017,2400,3468,1308,7176
Patna,2018,2054,4448,1437,7939
Solapur,2018,617,2883,1466,4966
Bangalore,2019,2463,3520,1526,7509
Visakhapatnam,2018,2713,1059,1594,5366
Vasai,2018,1622,3806,1230,6658
Solapur,2019,1497,4915,1688,8100
Chandigarh,2017,2682,3082,1929,7693
Agra,2018,799,1115,1358,3272
Ranchi,2017,1608,1117,682,3407
Ghaziabad,2017,2345,805,305,3455
Faridabad,2017,1385,1617,926,3928
Faridabad,2018,1091,2087,1248,4426
Vadodara,2018,1514,1287,1885,4686
Lucknow,2018,1502,1250,460,3212
Agra,2018,1790,4287,1893,7970
Rajkot,2018,2231,3676,1738,7645
Thane,2019,1182,3167,949,5298
Allahabad,2018,659,4475,1560,6694
Jaipur,2017,2313,1304,1588,5205
Indore,2019,782,3564,1548,5894
Bhopal,2019,2472,3376,1574,7422
Lucknow,2019,2402,4404,580,7386
Vadodara,2019,1041,2770,635,4446
Jaipur,2019,2210,1568,1322,5100
Hyderabad,2017,1705,2383,466,4554
Nashik,2018,2212,2354,439,5005
Bhopal,2017,864,4509,1327,6700
Kota,2019,2878,3446,1960,8284
Jaipur,2018,888,3057,488,4433
Pune,2019,2552,2767,1339,6658
Kota,2017,1726,1244,444,3414
Kolkata,2018,1372,3606,1930,6908
Ahmedabad,2017,1491,3736,784,6011
Howrah,2018,1670,1284,1754,4708
Rajkot,2018,744,4664,1404,6812
Navi Mumbai,2019,1427,1165,1695,4287
Lucknow,2019,2642,4943,1887,9472
Agra,2019,1348,2131,1293,4772
Faridabad,2017,1505,3289,1117,5911
Kolkata,2018,1345,2903,882,5130
Nagpur,2017,2261,1002,1279,4542
Raipur,2018,644,4843,775,6262
Hubli,2019,1060,3940,1169,6169
Hyderabad,2017,1665,2255,1265,5185
Amritsar,2017,2505,3337,1117,6959
Vijayawada,2018,1268,2429,1830,5527
Howrah,2019,1548,4152,1013,6713
Bhopal,2018,1639,2030,723,4392
Bangalore,2018,2073,2865,890,5828
Varanasi,2018,1823,3918,471,6212
Indore,2017,2587,3008,1626,7221
Dhanbad,2017,2962,1654,694,5310
Vadodara,2018,2457,4104,1894,8455
Pune,2019,2920,806,745,4471
Chennai,2019,2627,4987,505,8119
Indore,2019,1481,2638,1280,5399
Agra,2019,617,3024,541,4182
Ludhiana,2019,1638,1344,1271,4253
Thane,2019,2343,4313,1719,8375
Jabalpur,2019,2239,2639,644,5522
Solapur,2017,1124,3814,713,5651
Kanpur,2017,1060,1370,1486,3916
Jodhpur,2018,2922,1923,1393,6238
Mumbai,2017,1765,1574,1688,5027
Aurangabad,2019,1639,2355,533,4527
Rajkot,2017,2790,3522,500,6812
Ludhiana,2018,1992,1259,737,3988
Allahabad,2018,2651,4610,1441,8702
Mumbai,2017,2691,3486,1292,7469
Srinagar,2017,1514,4012,860,6386
Patna,2018,706,3127,437,4270
Kalyan,2017,1910,1223,633,3766
Raipur,2017,1145,2908,1834,5887
Lucknow,2018,698,4422,785,5905
Kolkata,2019,2990,1148,1345,5483
Ahmedabad,2019,2175,1723,521,4419
Thane,2019,1587,2367,1864,5818
Bangalore,2018,1754,3940,641,6335
Hyderabad,2018,844,3353,876,5073
Ludhiana,2017,2044,1874,1643,5561
Ahmedabad,2018,1241,1553,1864,4658
Jabalpur,2017,2470,2892,1229,6591
Lucknow,2017,1904,1797,1549,5250
Raipur,2019,799,2528,1090,4417
Madurai,2019,542,4619,1474,6635
Visakhapatnam,2018,1343,2497,1288,5128
Meerut,2018,1835,2821,918,5574
Gwalior,2019,2674,2268,788,5730
Coimbatore,2018,2069,2382,315,4766
Madurai,2018,2876,2221,1263,6360
Varanasi,2017,1038,1368,343,2749
Jodhpur,2017,2713,2370,1889,6972
Vadodara,2017,2681,957,628,4266
Thane,2019,2059,4434,973,7466
Ludhiana,2017,1778,2655,447,4880
Jaipur,2019,1629,2645,1314,5588
Allahabad,2018,1400,4352,353,6105
Bangalore,2019,1010,1828,1441,4279
Kolkata,2018,1305,3551,1930,6786
Madurai,2019,2059,2646,1028,5733
Nagpur,2017,2983,2358,1521,6862
Guwahati,2017,2727,3867,1080,7674
Thane,2017,1434,3540,1969,6943
Aurangabad,2018,2452,1579,655,4686
Mumbai,2017,2289,4138,1441,7868
Kolkata,2017,1478,4340,1667,7485
Chennai,2019,2905,2937,628,6470
Jabalpur,2017,1931,4135,1646,7712
Agra,2018,2753,1864,1793,6410
Indore,2019,1166,1911,377,3454
Ahmedabad,2017,2011,2755,1212,5978
Navi Mumbai,2018,2791,4001,683,7475
Howrah,2017,1288,4386,1572,7246
Kolkata,2017,1687,4704,930,7321
Faridabad,2018,1610,2815,1060,5485
Dhanbad,2017,613,3288,1212,5113
Raipur,2017,1634,2093,1481,5208
Guwahati,2019,2318,3066,1127,6511
Vijayawada,2017,586,3183,784,4553
Indore,2018,2038,1806,1517,5361
Nagpur,2019,1672,2541,1566,5779
Nashik,2018,2868,1534,351,4753
Kalyan,2017,2737,2330,1334,6401
Navi Mumbai,2019,1754,2410,428,4592
Coimbatore,2019,700,4877,1562,7139
Nashik,2018,705,2449,374,3528
Lucknow,2018,1374,3345,1782,6501
Jabalpur,2019,573,2288,694,3555
Kalyan,2018,710,2805,710,4225
Dhanbad,2018,1842,4844,1155,7841
Mumbai,2019,2047,3391,1057,6495
Raipur,2018,2520,3890,719,7129
Kolkata,2018,1413,1410,638,3461
Ranchi,2019,916,958,1652,3526
Meerut,2019,1394,1652,680,3726
Coimbatore,2018,2228,4199,1365,7792
Indore,2018,2533,2114,1406,6053
Solapur,2017,680,3157,1497,5334
Hyderabad,2019,2016,1291,818,4125
Coimbatore,2017,2465,2461,1924,6850
Kalyan,2017,2997,3467,1135,7599
Howrah,2019,2213,3146,1026,6385
Ranchi,2018,2046,2240,1696,5982
Ahmedabad,2018,777,4452,1017,6246
Lucknow,2018,881,1067,579,2527
Visakhapatnam,2017,1786,2115,1395,5296
Gwalior,2018,1558,3287,382,5227
Ahmedabad,2017,2160,2271,1533,5964
Visakhapatnam,2017,762,847,1319,2928
