hour,day_of_week,month,demand_mw,region
21,2,3,42630.19,Northern
21,2,4,45944.86,Northern
21,2,5,51636.46,Northern
21,2,6,62127.19,Northern
21,2,7,62695.23,Northern
21,2,8,64322.08,Northern
21,2,9,61212.07,Northern
21,2,10,46741.22,Northern
21,2,11,39461.66,Northern
21,2,12,42274.76,Northern
21,3,1,45479.3,Northern
21,3,2,43407.02,Northern
21,3,3,42513.41,Northern
21,3,4,46000.98,Northern
21,3,5,51765.63,Northern
21,3,6,61153.01,Northern
21,3,7,63326.48,Northern
21,3,8,63014.66,Northern
21,3,9,60767.92,Northern
21,3,10,46890.95,Northern
21,3,11,38981.79,Northern
21,3,12,42268.21,Northern
21,4,1,45712.56,Northern
21,4,2,43421.99,Northern
21,4,3,41513.73,Northern
21,4,4,47050.77,Northern
21,4,5,52366.32,Northern
21,4,6,62025.94,Northern
21,4,7,63629.62,Northern
21,4,8,62975.85,Northern
21,4,9,61459.02,Northern
21,4,10,47036.89,Northern
21,4,11,38850.42,Northern
21,4,12,42342.04,Northern
21,5,1,45293.72,Northern
21,5,2,43128.15,Northern
21,5,3,42112.38,Northern
21,5,4,47206.79,Northern
21,5,5,52545.64,Northern
21,5,6,60938.59,Northern
21,5,7,62739.01,Northern
21,5,8,62725.18,Northern
21,5,9,59839.54,Northern
21,5,10,47069.05,Northern
21,5,11,38394.04,Northern
21,5,12,42431.4,Northern
21,6,1,43449.24,Northern
21,6,2,41332.63,Northern
21,6,3,40675.97,Northern
21,6,4,45502.6,Northern
21,6,5,50987.23,Northern
21,6,6,60191.01,Northern
21,6,7,61692.91,Northern
21,6,8,61164.44,Northern
21,6,9,58572.51,Northern
21,6,10,45789.57,Northern
21,6,11,36482.27,Northern
21,6,12,39595.68,Northern
22,0,1,41668.18,Northern
22,0,2,40124.91,Northern
22,0,3,39747.78,Northern
22,0,4,45836.52,Northern
22,0,5,52431.05,Northern
22,0,6,62015.26,Northern
22,0,7,64216.39,Northern
22,0,8,63524.66,Northern
22,0,9,61480.27,Northern
22,0,10,45007.8,Northern
22,0,11,36414.2,Northern
22,0,12,38932.74,Northern
22,1,1,42183.42,Northern
22,1,2,40224.14,Northern
22,1,3,40090.96,Northern
22,1,4,46149.68,Northern
22,1,5,53756.11,Northern
22,1,6,62390.01,Northern
22,1,7,63518.23,Northern
22,1,8,64617.07,Northern
22,1,9,62160.01,Northern
22,1,10,45345.17,Northern
22,1,11,37064.84,Northern
22,1,12,39011.03,Northern
22,2,1,42013.98,Northern
22,2,2,40321.62,Northern
22,2,3,40975.44,Northern
22,2,4,45143.61,Northern
22,2,5,52041.32,Northern
22,2,6,63239.01,Northern
22,2,7,63240.28,Northern
22,2,8,64784.01,Northern
22,2,9,61245.8,Northern
22,2,10,45564.19,Northern
22,2,11,37500.8,Northern
22,2,12,39208.94,Northern
22,3,1,41976.48,Northern
22,3,2,40342.85,Northern
22,3,3,40918.43,Northern
22,3,4,45273.62,Northern
22,3,5,52245.92,Northern
22,3,6,62036.52,Northern
22,3,7,63934.06,Northern
22,3,8,63440.93,Northern
22,3,9,61060.8,Northern
22,3,10,45801.41,Northern
22,3,11,37109.4,Northern
22,3,12,39125.66,Northern
22,4,1,42113.58,Northern
22,4,2,40468.87,Northern
22,4,3,39931.77,Northern
22,4,4,46303.66,Northern
22,4,5,52974.5,Northern
22,4,6,63118.91,Northern
22,4,7,64087.95,Northern
22,4,8,63437.61,Northern
22,4,9,61557.26,Northern
22,4,10,45828.29,Northern
22,4,11,36925.31,Northern
22,4,12,39401.12,Northern
22,5,1,41773.78,Northern
22,5,2,40156.83,Northern
22,5,3,40514.18,Northern
22,5,4,46525.59,Northern
22,5,5,53084.14,Northern
22,5,6,62049.56,Northern
22,5,7,63210.34,Northern
22,5,8,63056.87,Northern
22,5,9,59817.66,Northern
22,5,10,45897.62,Northern
22,5,11,36629.42,Northern
22,5,12,39467.0,Northern
22,6,1,40015.66,Northern
22,6,2,38615.93,Northern
22,6,3,39064.47,Northern
22,6,4,44959.97,Northern
22,6,5,51728.72,Northern
22,6,6,61266.15,Northern
22,6,7,62466.02,Northern
22,6,8,61609.38,Northern
22,6,9,58605.53,Northern
22,6,10,44866.0,Northern
22,6,11,34790.26,Northern
22,6,12,36825.7,Northern
23,0,1,37954.54,Northern
23,0,2,37334.82,Northern
23,0,3,37996.86,Northern
23,0,4,44394.43,Northern
23,0,5,51629.14,Northern
23,0,6,61769.66,Northern
23,0,7,63763.87,Northern
23,0,8,62822.14,Northern
23,0,9,60637.96,Northern
23,0,10,43702.37,Northern
23,0,11,34799.21,Northern
23,0,12,36192.29,Northern
23,1,1,38463.94,Northern
23,1,2,37396.98,Northern
23,1,3,38289.79,Northern
23,1,4,44752.21,Northern
23,1,5,53057.54,Northern
23,1,6,62313.3,Northern
23,1,7,62981.27,Northern
23,1,8,64109.71,Northern
23,1,9,61364.59,Northern
23,1,10,44113.98,Northern
23,1,11,35519.36,Northern
23,1,12,36263.68,Northern
23,2,1,38326.41,Northern
23,2,2,37442.75,Northern
23,2,3,39238.4,Northern
23,2,4,43748.08,Northern
23,2,5,51419.13,Northern
23,2,6,62955.71,Northern
23,2,7,62517.63,Northern
23,2,8,64212.46,Northern
23,2,9,60644.57,Northern
23,2,10,44227.85,Northern
23,2,11,35839.74,Northern
23,2,12,36417.84,Northern
23,3,1,38256.5,Northern
23,3,2,37403.96,Northern
23,3,3,39125.74,Northern
23,3,4,44021.51,Northern
23,3,5,51534.37,Northern
23,3,6,61250.72,Northern
23,3,7,63342.73,Northern
23,3,8,63046.35,Northern
23,3,9,60154.98,Northern
23,3,10,44559.61,Northern
23,3,11,35496.88,Northern
23,3,12,36448.15,Northern
23,4,1,38380.75,Northern
23,4,2,37659.97,Northern
23,4,3,38051.75,Northern
23,4,4,44909.55,Northern
23,4,5,52390.21,Northern
23,4,6,62666.15,Northern
23,4,7,63449.7,Northern
23,4,8,62903.69,Northern
23,4,9,60720.5,Northern
23,4,10,44724.94,Northern
23,4,11,35550.77,Northern
23,4,12,36688.45,Northern
23,5,1,38139.21,Northern
23,5,2,37364.44,Northern
23,5,3,38767.03,Northern
23,5,4,45211.09,Northern
23,5,5,52671.81,Northern
23,5,6,61867.49,Northern
23,5,7,62521.97,Northern
23,5,8,62522.12,Northern
23,5,9,59099.54,Northern
23,5,10,44685.45,Northern
23,5,11,35183.06,Northern
23,5,12,36844.14,Northern
23,6,1,36470.41,Northern
23,6,2,35904.56,Northern
23,6,3,37318.14,Northern
23,6,4,43678.91,Northern
23,6,5,51576.07,Northern
23,6,6,60816.97,Northern
23,6,7,61828.77,Northern
23,6,8,60982.45,Northern
23,6,9,57927.39,Northern
23,6,10,43748.26,Northern
23,6,11,33318.84,Northern
23,6,12,34291.88,Northern
0,0,1,43393.35,Western
0,0,2,46767.1,Western
0,0,3,49007.35,Western
0,0,4,52947.17,Western
0,0,5,51075.9,Western
0,0,6,47522.21,Western
0,0,7,43921.87,Western
0,0,8,43609.18,Western
0,0,9,44359.32,Western
0,0,10,46211.19,Western
0,0,11,44026.88,Western
0,0,12,43332.73,Western
0,1,1,44514.78,Western
0,1,2,48302.26,Western
0,1,3,49836.52,Western
0,1,4,54032.65,Western
0,1,5,52363.92,Western
0,1,6,48840.41,Western
0,1,7,44909.69,Western
0,1,8,45162.54,Western
0,1,9,45249.26,Western
0,1,10,46766.6,Western
0,1,11,45509.11,Western
0,1,12,44624.77,Western
0,2,1,44523.68,Western
0,2,2,48491.83,Western
0,2,3,51337.16,Western
0,2,4,52565.52,Western
0,2,5,52763.36,Western
0,2,6,49745.98,Western
0,2,7,44884.67,Western
0,2,8,45578.55,Western
0,2,9,45224.34,Western
0,2,10,46387.85,Western
0,2,11,46782.66,Western
0,2,12,44939.29,Western
0,3,1,43919.73,Western
0,3,2,48599.26,Western
0,3,3,51241.52,Western
0,3,4,52395.94,Western
0,3,5,52545.45,Western
0,3,6,49586.49,Western
0,3,7,45106.88,Western
0,3,8,44918.57,Western
0,3,9,45202.97,Western
0,3,10,46605.7,Western
0,3,11,46422.24,Western
0,3,12,45031.8,Western
0,4,1,43886.33,Western
0,4,2,48521.45,Western
0,4,3,51177.75,Western
0,4,4,53162.21,Western
0,4,5,52260.11,Western
0,4,6,49299.9,Western
0,4,7,45477.37,Western
0,4,8,44061.73,Western
0,4,9,45804.51,Western
0,4,10,47385.81,Western
0,4,11,45832.4,Western
0,4,12,45125.52,Western
0,5,1,43844.55,Western
0,5,2,48071.54,Western
0,5,3,50667.61,Western
0,5,4,53748.27,Western
0,5,5,52226.88,Western
0,5,6,49259.77,Western
0,5,7,45195.61,Western
0,5,8,44372.69,Western
0,5,9,45691.08,Western
0,5,10,47034.58,Western
0,5,11,45724.12,Western
0,5,12,45123.82,Western
0,6,1,44039.0,Western
0,6,2,48057.97,Western
0,6,3,50590.4,Western
0,6,4,53163.14,Western
0,6,5,52128.2,Western
0,6,6,48783.1,Western
0,6,7,45348.98,Western
0,6,8,44198.95,Western
0,6,9,45141.5,Western
0,6,10,47329.68,Western
0,6,11,45533.39,Western
0,6,12,44725.83,Western
1,0,1,42874.44,Western
1,0,2,46329.49,Western
1,0,3,48504.51,Western
1,0,4,52297.01,Western
1,0,5,50397.18,Western
1,0,6,46723.14,Western
1,0,7,43136.67,Western
1,0,8,42999.85,Western
1,0,9,43547.15,Western
1,0,10,45603.02,Western
1,0,11,43578.57,Western
1,0,12,42819.64,Western
1,1,1,43884.97,Western
1,1,2,47739.44,Western
1,1,3,49267.25,Western
1,1,4,53345.85,Western
1,1,5,51577.9,Western
1,1,6,48002.83,Western
1,1,7,44132.12,Western
1,1,8,44550.9,Western
1,1,9,44480.63,Western
1,1,10,46017.26,Western
1,1,11,44988.07,Western
1,1,12,44033.04,Western
1,2,1,43835.99,Western
1,2,2,47928.69,Western
1,2,3,50720.06,Western
1,2,4,51910.37,Western
1,2,5,51997.99,Western
1,2,6,48946.86,Western
1,2,7,44078.7,Western
1,2,8,44927.68,Western
1,2,9,44458.84,Western
1,2,10,45647.49,Western
1,2,11,46216.12,Western
1,2,12,44399.54,Western
1,3,1,43257.33,Western
1,3,2,48013.36,Western
1,3,3,50744.6,Western
1,3,4,51728.74,Western
1,3,5,51882.45,Western
1,3,6,48705.65,Western
1,3,7,44271.06,Western
1,3,8,44265.77,Western
1,3,9,44469.86,Western
1,3,10,45872.13,Western
1,3,11,45857.17,Western
1,3,12,44423.52,Western
1,4,1,43258.45,Western
1,4,2,47955.36,Western
1,4,3,50618.62,Western
1,4,4,52436.2,Western
1,4,5,51548.81,Western
1,4,6,48476.99,Western
1,4,7,44642.87,Western
1,4,8,43387.21,Western
1,4,9,45132.32,Western
1,4,10,46655.21,Western
1,4,11,45226.81,Western
1,4,12,44521.84,Western
1,5,1,43243.37,Western
1,5,2,47531.05,Western
1,5,3,50113.21,Western
1,5,4,53019.99,Western
1,5,5,51488.02,Western
1,5,6,48474.72,Western
1,5,7,44467.84,Western
1,5,8,43681.05,Western
1,5,9,44916.1,Western
1,5,10,46285.0,Western
1,5,11,45113.03,Western
1,5,12,44527.53,Western
1,6,1,43408.59,Western
1,6,2,47415.41,Western
1,6,3,50035.79,Western
1,6,4,52468.7,Western
1,6,5,51452.65,Western
1,6,6,47963.35,Western
1,6,7,44505.89,Western
1,6,8,43495.32,Western
1,6,9,44350.63,Western
1,6,10,46591.22,Western
1,6,11,44948.0,Western
1,6,12,44092.66,Western
2,0,1,42203.12,Western
2,0,2,45708.5,Western
2,0,3,47761.39,Western
2,0,4,51282.09,Western
2,0,5,49433.64,Western
2,0,6,45909.3,Western
2,0,7,42487.57,Western
2,0,8,42489.07,Western
2,0,9,42948.76,Western
2,0,10,44842.1,Western
2,0,11,42838.25,Western
2,0,12,42087.35,Western
2,1,1,43257.8,Western
2,1,2,47110.55,Western
2,1,3,48380.48,Western
2,1,4,52360.01,Western
2,1,5,50516.67,Western
2,1,6,47073.8,Western
2,1,7,43412.17,Western
2,1,8,43972.89,Western
2,1,9,43802.16,Western
2,1,10,45267.56,Western
2,1,11,44160.03,Western
2,1,12,43297.68,Western
2,2,1,43161.39,Western
2,2,2,47271.26,Western
2,2,3,49853.7,Western
2,2,4,50950.2,Western
2,2,5,50907.18,Western
2,2,6,48000.77,Western
2,2,7,43344.77,Western
2,2,8,44334.81,Western
2,2,9,43797.75,Western
2,2,10,44988.38,Western
2,2,11,45430.0,Western
2,2,12,43669.01,Western
2,3,1,42635.3,Western
2,3,2,47357.22,Western
2,3,3,49931.25,Western
2,3,4,50835.02,Western
2,3,5,50855.84,Western
2,3,6,47707.25,Western
2,3,7,43499.77,Western
2,3,8,43670.15,Western
2,3,9,43841.11,Western
2,3,10,45132.68,Western
2,3,11,44968.98,Western
2,3,12,43627.7,Western
2,4,1,42625.09,Western
2,4,2,47338.42,Western
2,4,3,49838.44,Western
2,4,4,51428.81,Western
2,4,5,50545.23,Western
2,4,6,47586.51,Western
2,4,7,43872.41,Western
2,4,8,42826.84,Western
2,4,9,44516.87,Western
2,4,10,45894.1,Western
2,4,11,44430.58,Western
2,4,12,43782.69,Western
2,5,1,42649.06,Western
2,5,2,46850.96,Western
2,5,3,49298.0,Western
2,5,4,52068.48,Western
2,5,5,50408.41,Western
2,5,6,47574.89,Western
2,5,7,43718.71,Western
2,5,8,43139.33,Western
2,5,9,44302.16,Western
2,5,10,45526.4,Western
2,5,11,44315.88,Western
2,5,12,43785.9,Western
2,6,1,42748.33,Western
2,6,2,46704.18,Western
2,6,3,49262.5,Western
2,6,4,51463.01,Western
2,6,5,50472.58,Western
2,6,6,47022.6,Western
2,6,7,43777.33,Western
2,6,8,42950.45,Western
2,6,9,43735.27,Western
2,6,10,45852.94,Western
2,6,11,44111.28,Western
2,6,12,43284.82,Western
3,0,1,42178.69,Western
3,0,2,45693.03,Western
3,0,3,47349.3,Western
3,0,4,50717.61,Western
3,0,5,48736.27,Western
3,0,6,45299.35,Western
3,0,7,42025.78,Western
3,0,8,42185.19,Western
3,0,9,42633.01,Western
3,0,10,44534.65,Western
3,0,11,42656.01,Western
3,0,12,41999.26,Western
3,1,1,43175.17,Western
3,1,2,47008.43,Western
3,1,3,47898.5,Western
3,1,4,51749.53,Western
3,1,5,49792.15,Western
3,1,6,46354.27,Western
3,1,7,42990.15,Western
3,1,8,43635.76,Western
3,1,9,43510.47,Western
3,1,10,44915.61,Western
3,1,11,44043.41,Western
3,1,12,43151.78,Western
3,2,1,43039.13,Western
3,2,2,47137.35,Western
3,2,3,49437.68,Western
3,2,4,50377.87,Western
3,2,5,50123.24,Western
3,2,6,47286.55,Western
3,2,7,42893.46,Western
3,2,8,44014.47,Western
3,2,9,43466.93,Western
3,2,10,44658.23,Western
3,2,11,45320.3,Western
3,2,12,43550.51,Western
3,3,1,42580.02,Western
3,3,2,47210.42,Western
3,3,3,49472.15,Western
3,3,4,50288.16,Western
3,3,5,50123.07,Western
3,3,6,46917.79,Western
3,3,7,43035.67,Western
3,3,8,43367.04,Western
3,3,9,43425.98,Western
3,3,10,44801.83,Western
3,3,11,44777.43,Western
3,3,12,43464.01,Western
3,4,1,42559.75,Western
3,4,2,47163.69,Western
3,4,3,49486.41,Western
3,4,4,50839.19,Western
3,4,5,49766.52,Western
3,4,6,46920.76,Western
3,4,7,43444.68,Western
3,4,8,42523.08,Western
3,4,9,44182.06,Western
3,4,10,45526.54,Western
3,4,11,44269.95,Western
3,4,12,43688.53,Western
3,5,1,42572.05,Western
3,5,2,46724.94,Western
3,5,3,48962.97,Western
3,5,4,51451.06,Western
3,5,5,49653.7,Western
3,5,6,46913.8,Western
3,5,7,43245.25,Western
3,5,8,42806.74,Western
3,5,9,43937.11,Western
3,5,10,45214.43,Western
3,5,11,44117.87,Western
3,5,12,43641.11,Western
3,6,1,42691.93,Western
3,6,2,46638.67,Western
3,6,3,48835.94,Western
3,6,4,50826.29,Western
3,6,5,49692.4,Western
3,6,6,46269.81,Western
3,6,7,43327.34,Western
3,6,8,42625.27,Western
3,6,9,43351.29,Western
3,6,10,45470.1,Western
3,6,11,43951.1,Western
3,6,12,43114.29,Western
4,0,1,42623.97,Western
4,0,2,46064.17,Western
4,0,3,47458.6,Western
4,0,4,50618.56,Western
4,0,5,48343.59,Western
4,0,6,45017.35,Western
4,0,7,42072.5,Western
4,0,8,42395.77,Western
4,0,9,42744.48,Western
4,0,10,44820.62,Western
4,0,11,43105.28,Western
4,0,12,42472.34,Western
4,1,1,43609.45,Western
4,1,2,47267.58,Western
4,1,3,48076.28,Western
4,1,4,51554.62,Western
4,1,5,49399.67,Western
4,1,6,46012.72,Western
4,1,7,42983.04,Western
4,1,8,43757.94,Western
4,1,9,43636.9,Western
4,1,10,45114.61,Western
4,1,11,44525.55,Western
4,1,12,43575.54,Western
4,2,1,43392.97,Western
4,2,2,47362.92,Western
4,2,3,49465.62,Western
4,2,4,50238.81,Western
4,2,5,49679.08,Western
4,2,6,46983.03,Western
4,2,7,42839.03,Western
4,2,8,44138.55,Western
4,2,9,43540.23,Western
4,2,10,44836.43,Western
4,2,11,45745.97,Western
4,2,12,43987.23,Western
4,3,1,42957.99,Western
4,3,2,47375.86,Western
4,3,3,49518.89,Western
4,3,4,50121.5,Western
4,3,5,49682.23,Western
4,3,6,46604.47,Western
4,3,7,43057.15,Western
4,3,8,43487.99,Western
4,3,9,43548.14,Western
4,3,10,44933.44,Western
4,3,11,45240.88,Western
4,3,12,43993.82,Western
4,4,1,42959.4,Western
4,4,2,47399.28,Western
4,4,3,49510.91,Western
4,4,4,50692.41,Western
4,4,5,49393.55,Western
4,4,6,46559.93,Western
4,4,7,43412.18,Western
4,4,8,42687.61,Western
4,4,9,44329.65,Western
4,4,10,45731.45,Western
4,4,11,44660.41,Western
4,4,12,44025.21,Western
4,5,1,42938.78,Western
4,5,2,46932.45,Western
4,5,3,49000.22,Western
4,5,4,51282.69,Western
4,5,5,49214.42,Western
4,5,6,46567.05,Western
4,5,7,43229.49,Western
4,5,8,42928.57,Western
4,5,9,44110.64,Western
4,5,10,45429.87,Western
4,5,11,44504.54,Western
4,5,12,44094.08,Western
4,6,1,43056.0,Western
4,6,2,46994.54,Western
4,6,3,48827.29,Western
4,6,4,50665.99,Western
4,6,5,49299.38,Western
4,6,6,45880.84,Western
4,6,7,43295.05,Western
4,6,8,42703.86,Western
4,6,9,43349.63,Western
4,6,10,45601.78,Western
4,6,11,44326.91,Western
4,6,12,43497.75,Western
5,0,1,44678.92,Western
5,0,2,47753.57,Western
5,0,3,48825.69,Western
5,0,4,51608.66,Western
5,0,5,49193.71,Western
5,0,6,45904.96,Western
5,0,7,43415.14,Western
5,0,8,43866.83,Western
5,0,9,44173.54,Western
5,0,10,46372.38,Western
5,0,11,45074.91,Western
5,0,12,44678.06,Western
5,1,1,45517.53,Western
5,1,2,48997.73,Western
5,1,3,49427.57,Western
5,1,4,52467.52,Western
5,1,5,50222.61,Western
5,1,6,47166.91,Western
5,1,7,44181.89,Western
5,1,8,45160.19,Western
5,1,9,45031.5,Western
5,1,10,46511.19,Western
5,1,11,46576.14,Western
5,1,12,45779.62,Western
5,2,1,45285.34,Western
5,2,2,48943.7,Western
5,2,3,50768.85,Western
5,2,4,51167.82,Western
5,2,5,50340.32,Western
5,2,6,48021.41,Western
5,2,7,44114.32,Western
5,2,8,45552.38,Western
5,2,9,44860.21,Western
5,2,10,46356.6,Western
5,2,11,47580.06,Western
5,2,12,46141.07,Western
5,3,1,44929.96,Western
5,3,2,49090.11,Western
5,3,3,50750.68,Western
5,3,4,51120.66,Western
5,3,5,50521.59,Western
5,3,6,47566.73,Western
5,3,7,44365.01,Western
5,3,8,44755.48,Western
5,3,9,44864.21,Western
5,3,10,46449.54,Western
5,3,11,47231.32,Western
5,3,12,46189.83,Western
5,4,1,44915.09,Western
5,4,2,49021.23,Western
5,4,3,50758.08,Western
5,4,4,51616.95,Western
5,4,5,50143.27,Western
5,4,6,47566.77,Western
5,4,7,44761.36,Western
5,4,8,44098.03,Western
5,4,9,45685.74,Western
5,4,10,47127.52,Western
5,4,11,46603.22,Western
5,4,12,45905.3,Western
5,5,1,44846.13,Western
5,5,2,48524.04,Western
5,5,3,50263.73,Western
5,5,4,52135.81,Western
5,5,5,49985.52,Western
5,5,6,47425.44,Western
5,5,7,44523.47,Western
5,5,8,44246.96,Western
5,5,9,45434.43,Western
5,5,10,46900.44,Western
5,5,11,46372.77,Western
5,5,12,46272.98,Western
5,6,1,44750.89,Western
5,6,2,48396.22,Western
5,6,3,49868.69,Western
5,6,4,51578.6,Western
5,6,5,50137.78,Western
5,6,6,46719.37,Western
5,6,7,44296.09,Western
5,6,8,43932.69,Western
5,6,9,44477.34,Western
5,6,10,46916.98,Western
5,6,11,46037.5,Western
5,6,12,45370.73,Western
6,0,1,48526.54,Western
6,0,2,51449.45,Western
6,0,3,51683.31,Western
6,0,4,53629.35,Western
6,0,5,49896.43,Western
6,0,6,46782.4,Western
6,0,7,45375.83,Western
6,0,8,46042.26,Western
6,0,9,46379.35,Western
6,0,10,48706.16,Western
6,0,11,48284.92,Western
6,0,12,48462.56,Western
6,1,1,49394.23,Western
6,1,2,52426.83,Western
6,1,3,52283.56,Western
6,1,4,54159.95,Western
6,1,5,50936.47,Western
6,1,6,48230.1,Western
6,1,7,46043.77,Western
6,1,8,47372.26,Western
6,1,9,47127.43,Western
6,1,10,48719.22,Western
6,1,11,49804.39,Western
6,1,12,49803.84,Western
6,2,1,49135.84,Western
6,2,2,52313.68,Western
6,2,3,53568.96,Western
6,2,4,52768.72,Western
6,2,5,51001.75,Western
6,2,6,49022.63,Western
6,2,7,45980.32,Western
6,2,8,47634.58,Western
6,2,9,46955.82,Western
6,2,10,48597.62,Western
6,2,11,50645.62,Western
6,2,12,50103.93,Western
6,3,1,48721.33,Western
6,3,2,52554.93,Western
6,3,3,53509.18,Western
6,3,4,52882.31,Western
6,3,5,51245.57,Western
6,3,6,48602.36,Western
6,3,7,46229.48,Western
6,3,8,46828.06,Western
6,3,9,46994.3,Western
6,3,10,48718.07,Western
6,3,11,50489.18,Western
6,3,12,50336.51,Western
6,4,1,48749.66,Western
6,4,2,52428.0,Western
6,4,3,53517.16,Western
6,4,4,53307.74,Western
6,4,5,50801.24,Western
6,4,6,48619.53,Western
6,4,7,46634.99,Western
6,4,8,46202.66,Western
6,4,9,47762.87,Western
6,4,10,49287.94,Western
6,4,11,49819.5,Western
6,4,12,50036.38,Western
6,5,1,48485.69,Western
6,5,2,51799.11,Western
6,5,3,52990.49,Western
6,5,4,53727.79,Western
6,5,5,50774.86,Western
6,5,6,48316.41,Western
6,5,7,46303.34,Western
6,5,8,46235.51,Western
6,5,9,47405.69,Western
6,5,10,49133.93,Western
6,5,11,49377.38,Western
6,5,12,50149.78,Western
6,6,1,47614.48,Western
6,6,2,50911.69,Western
6,6,3,51978.98,Western
6,6,4,53116.19,Western
6,6,5,50639.5,Western
6,6,6,47405.11,Western
6,6,7,45528.96,Western
6,6,8,45532.39,Western
6,6,9,45906.41,Western
6,6,10,48622.01,Western
6,6,11,48591.19,Western
6,6,12,48531.46,Western
7,0,1,53671.42,Western
7,0,2,56398.94,Western
7,0,3,54377.28,Western
7,0,4,54473.76,Western
7,0,5,49830.39,Western
7,0,6,46987.4,Western
7,0,7,46383.89,Western
7,0,8,47358.65,Western
7,0,9,47820.07,Western
7,0,10,50516.57,Western
7,0,11,51711.39,Western
7,0,12,53824.19,Western
7,1,1,54641.3,Western
7,1,2,56987.66,Western
7,1,3,54581.68,Western
7,1,4,54743.02,Western
7,1,5,50627.65,Western
7,1,6,48252.29,Western
7,1,7,46957.43,Western
7,1,8,48497.47,Western
7,1,9,48448.33,Western
7,1,10,50303.42,Western
7,1,11,53094.46,Western
7,1,12,54692.22,Western
7,2,1,54229.69,Western
7,2,2,56759.63,Western
7,2,3,55774.31,Western
7,2,4,53271.79,Western
7,2,5,50670.66,Western
7,2,6,48936.89,Western
7,2,7,46789.5,Western
7,2,8,48690.91,Western
7,2,9,48329.26,Western
7,2,10,50181.89,Western
7,2,11,53664.2,Western
7,2,12,54918.42,Western
7,3,1,53942.68,Western
7,3,2,57163.7,Western
7,3,3,55771.16,Western
7,3,4,53511.32,Western
7,3,5,50907.98,Western
7,3,6,48577.42,Western
7,3,7,47068.24,Western
7,3,8,48006.94,Western
7,3,9,48384.93,Western
7,3,10,50440.51,Western
7,3,11,53640.11,Western
7,3,12,55248.56,Western
7,4,1,53785.61,Western
7,4,2,56781.58,Western
7,4,3,55735.71,Western
7,4,4,53849.4,Western
7,4,5,50524.99,Western
7,4,6,48569.64,Western
7,4,7,47437.75,Western
7,4,8,47409.73,Western
7,4,9,49120.98,Western
7,4,10,50755.74,Western
7,4,11,53008.43,Western
7,4,12,54896.06,Western
7,5,1,53397.87,Western
7,5,2,56086.53,Western
7,5,3,55217.11,Western
7,5,4,54293.9,Western
7,5,5,50307.96,Western
7,5,6,48174.26,Western
7,5,7,46988.51,Western
7,5,8,47067.82,Western
7,5,9,48596.43,Western
7,5,10,50669.61,Western
7,5,11,52461.37,Western
7,5,12,54596.75,Western
7,6,1,52185.65,Western
7,6,2,54910.81,Western
7,6,3,53911.4,Western
7,6,4,53594.5,Western
7,6,5,49848.8,Western
7,6,6,47004.78,Western
7,6,7,45863.71,Western
7,6,8,46313.2,Western
7,6,9,46864.05,Western
7,6,10,49846.94,Western
7,6,11,51386.38,Western
7,6,12,52726.63,Western
8,0,1,57032.16,Western
8,0,2,58973.07,Western
8,0,3,54943.77,Western
8,0,4,54754.47,Western
8,0,5,49968.65,Western
8,0,6,47454.27,Western
8,0,7,46886.61,Western
8,0,8,47985.29,Western
8,0,9,48361.23,Western
8,0,10,50849.41,Western
8,0,11,53085.52,Western
8,0,12,56731.32,Western
8,1,1,57833.31,Western
8,1,2,59375.18,Western
8,1,3,55111.22,Western
